id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
5121,Laugh Line,Episode 69,,Comedy,78.71,Thursday,Evening,,1.0,Positive,8.38138
5122,Melody Mix,Episode 18,113.26,Music,28.23,Wednesday,Afternoon,29.29,3.0,Positive,54.76725
5123,Learning Lab,Episode 81,,Education,57.03,Sunday,Night,46.59,2.0,Neutral,61.72774
5124,Study Sessions,Episode 77,102.18,Education,39.0,Tuesday,Morning,55.22,2.0,Neutral,69.96479
5125,Global News,Episode 5,104.0,News,25.15,Tuesday,Night,7.86,1.0,Positive,53.09577
5126,Market Masters,Episode 69,39.41,Business,29.44,Thursday,Night,98.34,2.0,Positive,34.34087
5127,Digital Digest,Episode 77,26.28,Technology,81.25,Friday,Evening,37.12,0.0,Neutral,18.94484
5128,Crime Chronicles,Episode 24,93.55,True Crime,34.35,Monday,Afternoon,58.43,0.0,Positive,51.51152
5129,Healthy Living,Episode 64,94.59,Health,28.4,Thursday,Night,53.32,2.0,Positive,48.18541
5130,Sports Central,Episode 44,,Sports,78.72,Friday,Afternoon,22.02,3.0,Positive,37.64037
5131,Laugh Line,Episode 79,,Comedy,78.08,Wednesday,Evening,0.07,2.0,Negative,14.36111
5132,Style Guide,Episode 74,62.38,Lifestyle,82.41,Friday,Morning,53.87,2.0,Neutral,42.73991
5133,Business Insights,Episode 40,6.94,Business,48.83,Friday,Afternoon,,0.0,Neutral,0.0
5134,Tech Talks,Episode 83,5.83,Technology,97.36,Sunday,Evening,73.25,1.0,Negative,0.0
5135,Funny Folks,Episode 63,47.89,Comedy,21.44,Saturday,Evening,67.44,3.0,Positive,27.30036
5136,Gadget Geek,Episode 11,49.4,Technology,53.64,Friday,Evening,,2.0,Negative,39.5
5137,True Crime Stories,Episode 32,23.71,True Crime,39.15,Sunday,Morning,48.59,2.0,Neutral,16.72
5138,Lifestyle Lounge,Episode 34,107.23,Lifestyle,34.74,Friday,Evening,,0.0,Neutral,68.59774
5139,True Crime Stories,Episode 96,,True Crime,96.08,Tuesday,Afternoon,94.45,1.0,Negative,15.01
5140,Fitness First,Episode 32,62.97,Health,80.66,Friday,Morning,96.56,1.0,Negative,45.80336
5141,Business Insights,Episode 19,30.2,Business,81.17,Saturday,Evening,,3.0,Negative,20.94492
5142,Crime Chronicles,Episode 49,,True Crime,35.79,Thursday,Evening,76.64,0.0,Neutral,64.79671
5143,Life Lessons,Episode 23,91.02,Lifestyle,39.87,Sunday,Night,96.75,1.0,Positive,46.3256
5144,Business Briefs,Episode 9,110.51,Business,25.39,Thursday,Afternoon,21.37,0.0,Negative,104.40814
5145,Criminal Minds,Episode 43,85.53,True Crime,91.01,Thursday,Afternoon,98.2,0.0,Positive,33.728
5146,Fashion Forward,Episode 9,89.77,Lifestyle,95.92,Sunday,Night,77.4,3.0,Positive,69.76171
5147,World Watch,Episode 89,6.87,News,89.97,Friday,Night,79.27,0.0,Positive,6.64741
5148,Sports Central,Episode 68,,Sports,24.8,Friday,Evening,69.14,1.0,Negative,21.32
5149,World Watch,Episode 100,26.28,News,89.45,Tuesday,Morning,96.59,1.0,Negative,20.06542
5150,Innovators,Episode 41,39.41,Technology,57.93,Saturday,Night,71.56,3.0,Neutral,28.83155
5151,World Watch,Episode 80,81.79,News,70.65,Tuesday,Afternoon,58.2,2.0,Negative,55.86
5152,Funny Folks,Episode 26,42.12,Comedy,25.89,Monday,Morning,1.75,2.0,Negative,39.08079
5153,Funny Folks,Episode 38,34.81,Comedy,60.44,Monday,Afternoon,67.32,0.0,Negative,21.8
5154,Market Masters,Episode 9,82.29,Business,85.73,Thursday,Evening,96.66,0.0,Negative,75.11711
5155,Athlete's Arena,Episode 55,61.37,Sports,63.16,Monday,Afternoon,31.42,0.0,Positive,51.43318
5156,Health Hour,Episode 45,101.1,Health,50.83,Sunday,Evening,,2.0,Negative,73.96181
5157,Digital Digest,Episode 53,98.22,Technology,35.92,Tuesday,Night,31.67,2.0,Positive,58.03987
5158,Mind & Body,Episode 51,81.72,Health,89.66,Friday,Morning,36.52,2.0,Neutral,27.90563
5159,Fitness First,Episode 16,101.92,Health,94.17,Friday,Morning,71.09,0.0,Neutral,48.69707
5160,Funny Folks,Episode 15,56.52,Comedy,60.71,Sunday,Evening,56.38,3.0,Negative,43.88642
5161,Mind & Body,Episode 19,,Health,63.54,Thursday,Morning,21.42,1.0,Negative,89.21747
5162,Wellness Wave,Episode 87,102.93,Health,88.6,Thursday,Morning,7.66,1.0,Neutral,85.50301
5163,Business Briefs,Episode 82,119.96,Business,91.08,Thursday,Afternoon,49.08,1.0,Negative,95.69066
5164,Mystery Matters,Episode 25,119.46,True Crime,29.79,Sunday,Afternoon,5.7,1.0,Positive,84.57626
5165,Game Day,Episode 62,15.06,Sports,42.66,Monday,Evening,,3.0,Neutral,13.28833
5166,Lifestyle Lounge,Episode 94,85.58,Lifestyle,79.98,Wednesday,Evening,,0.0,Negative,37.66582
5167,Criminal Minds,Episode 69,9.8,True Crime,56.64,Wednesday,Night,,1.0,Negative,9.8
5168,True Crime Stories,Episode 83,41.56,True Crime,70.81,Thursday,Evening,,2.0,Negative,21.96995
5169,Market Masters,Episode 11,,Business,67.18,Thursday,Morning,,0.0,Neutral,44.19571
5170,Money Matters,Episode 23,52.78,Business,67.82,Thursday,Afternoon,81.29,0.0,Negative,38.65204
5171,Business Insights,Episode 61,108.31,Business,88.11,Friday,Morning,,0.0,Negative,99.32464
5172,True Crime Stories,Episode 94,44.26,True Crime,47.99,Friday,Night,,1.0,Neutral,37.70256
5173,Daily Digest,Episode 19,107.01,News,57.32,Tuesday,Afternoon,56.27,2.0,Positive,67.90733
5174,Style Guide,Episode 8,112.07,Lifestyle,94.71,Sunday,Morning,33.07,1.0,Positive,110.70694
5175,Business Insights,Episode 84,,Business,24.17,Wednesday,Night,72.17,3.0,Negative,52.95581
5176,Money Matters,Episode 9,18.92,Business,96.29,Tuesday,Evening,30.83,1.0,Negative,8.75
5177,Athlete's Arena,Episode 1,87.31,Sports,59.94,Thursday,Night,6.22,3.0,Neutral,68.12894
5178,True Crime Stories,Episode 36,55.12,True Crime,80.74,Tuesday,Afternoon,41.27,2.0,Positive,52.22978
5179,Home & Living,Episode 82,,Lifestyle,43.69,Tuesday,Morning,,0.0,Negative,59.00166
5180,Lifestyle Lounge,Episode 79,43.6,Lifestyle,66.27,Monday,Afternoon,63.87,3.0,Negative,34.83797
5181,Fitness First,Episode 87,,Health,79.86,Sunday,Night,77.78,0.0,Negative,6.51177
5182,Funny Folks,Episode 73,111.99,Comedy,29.61,Tuesday,Afternoon,,3.0,Positive,51.18
5183,True Crime Stories,Episode 87,74.37,True Crime,36.82,Tuesday,Afternoon,18.56,2.0,Neutral,45.41479
5184,Sports Weekly,Episode 92,35.67,Sports,35.39,Tuesday,Night,89.13,2.0,Positive,33.35992
5185,Game Day,Episode 94,42.91,Sports,71.65,Sunday,Evening,1.55,3.0,Positive,27.99
5186,Criminal Minds,Episode 97,110.86,True Crime,54.11,Sunday,Morning,79.26,1.0,Positive,72.5732
5187,Current Affairs,Episode 57,24.66,News,59.98,Friday,Night,49.3,1.0,Neutral,23.83598
5188,Mind & Body,Episode 15,32.29,Health,66.0,Wednesday,Night,68.23,3.0,Neutral,18.02222
5189,Global News,Episode 73,,News,97.18,Saturday,Evening,2.49,1.0,Negative,23.1512
5190,Tech Talks,Episode 13,87.92,Technology,63.1,Saturday,Afternoon,41.69,0.0,Negative,77.85482
5191,Laugh Line,Episode 63,,Comedy,55.71,Wednesday,Morning,,1.0,Neutral,95.5
5192,World Watch,Episode 32,,News,66.72,Monday,Evening,16.97,1.0,Negative,42.96027
5193,Game Day,Episode 14,32.72,Sports,62.07,Friday,Morning,,3.0,Positive,28.39126
5194,Detective Diaries,Episode 13,18.74,True Crime,64.94,Sunday,Morning,5.19,3.0,Neutral,11.62246
5195,Sport Spot,Episode 8,,Sports,41.11,Friday,Afternoon,,0.0,Neutral,1.74094
5196,Game Day,Episode 98,45.06,Sports,27.44,Thursday,Night,0.98,0.0,Neutral,43.46614
5197,Finance Focus,Episode 27,103.71,Business,81.73,Wednesday,Morning,23.29,0.0,Neutral,98.58
5198,Mystery Matters,Episode 8,26.5,True Crime,34.09,Monday,Afternoon,92.27,2.0,Positive,8.26397
5199,Detective Diaries,Episode 90,102.79,True Crime,70.64,Tuesday,Night,40.69,0.0,Positive,93.0442
5200,Melody Mix,Episode 24,49.3,Music,88.24,Saturday,Evening,,1.0,Positive,42.69369
5201,Funny Folks,Episode 13,40.92,Comedy,80.65,Saturday,Evening,70.16,0.0,Positive,35.9532
5202,True Crime Stories,Episode 21,111.83,True Crime,59.25,Monday,Afternoon,15.81,1.0,Neutral,69.62066
5203,Business Briefs,Episode 77,88.19,Business,53.39,Saturday,Afternoon,43.24,2.0,Positive,54.32083
5204,News Roundup,Episode 46,,News,26.78,Wednesday,Night,,2.0,Positive,14.16146
5205,Daily Digest,Episode 86,56.84,News,64.47,Friday,Afternoon,74.49,0.0,Positive,30.14916
5206,Laugh Line,Episode 88,96.08,Comedy,99.21,Tuesday,Night,2.7,2.0,Neutral,54.84713
5207,Sports Weekly,Episode 68,62.44,Sports,26.41,Sunday,Morning,68.62,2.0,Positive,31.42155
5208,Educational Nuggets,Episode 62,,Education,38.36,Friday,Morning,4.33,2.0,Negative,15.94
5209,Mystery Matters,Episode 30,,True Crime,60.84,Sunday,Night,6.87,1.0,Neutral,23.67054
5210,Fitness First,Episode 48,31.28,Health,80.68,Tuesday,Morning,,2.0,Positive,27.76708
5211,True Crime Stories,Episode 77,6.61,True Crime,84.94,Friday,Night,22.86,2.0,Positive,4.47199
5212,Daily Digest,Episode 73,8.48,News,77.76,Monday,Night,38.93,2.0,Negative,2.3637
5213,Lifestyle Lounge,Episode 89,86.13,Lifestyle,35.12,Friday,Night,92.31,1.0,Positive,74.53037
5214,Finance Focus,Episode 74,40.04,Business,49.24,Sunday,Night,20.12,1.0,Neutral,30.87103
5215,Current Affairs,Episode 51,81.19,News,89.44,Thursday,Afternoon,7.18,2.0,Positive,65.22781
5216,Market Masters,Episode 26,20.71,Business,72.73,Monday,Morning,67.19,0.0,Negative,14.50047
5217,Digital Digest,Episode 75,,Technology,76.86,Monday,Morning,86.45,2.0,Neutral,7.50084
5218,Sound Waves,Episode 53,105.93,Music,74.79,Tuesday,Afternoon,73.84,2.0,Positive,61.7
5219,Humor Hub,Episode 57,60.99,Comedy,61.98,Thursday,Afternoon,79.83,0.0,Positive,49.69074
5220,Tech Trends,Episode 32,64.89,Technology,97.86,Sunday,Evening,27.1,3.0,Negative,39.78486
5221,Life Lessons,Episode 79,55.78,Lifestyle,97.29,Sunday,Afternoon,15.79,1.0,Positive,49.33003
5222,Mind & Body,Episode 5,,Health,82.9,Saturday,Evening,30.57,0.0,Negative,31.27055
5223,Funny Folks,Episode 3,64.89,Comedy,65.9,Thursday,Afternoon,21.91,1.0,Neutral,40.22736
5224,Business Briefs,Episode 83,111.68,Business,61.99,Monday,Night,94.54,3.0,Neutral,92.15
5225,Gadget Geek,Episode 72,44.26,Technology,96.81,Saturday,Morning,,0.0,Positive,31.0701
5226,Educational Nuggets,Episode 83,49.63,Education,89.11,Saturday,Evening,,3.0,Neutral,48.60088
5227,Lifestyle Lounge,Episode 48,106.79,Lifestyle,93.24,Wednesday,Afternoon,12.87,0.0,Negative,83.04474
5228,World Watch,Episode 13,,News,69.15,Monday,Night,5.18,3.0,Positive,60.73761
5229,Sport Spot,Episode 63,70.45,Sports,78.62,Tuesday,Evening,64.98,2.0,Positive,50.64085
5230,Athlete's Arena,Episode 27,66.36,Sports,26.11,Thursday,Night,79.05,0.0,Neutral,54.24668
5231,World Watch,Episode 58,,News,97.42,Thursday,Afternoon,,0.0,Positive,49.53608
5232,Business Briefs,Episode 96,18.42,Business,80.08,Friday,Night,79.07,1.0,Positive,9.5541
5233,News Roundup,Episode 67,115.58,News,38.97,Wednesday,Morning,,1.0,Negative,68.15469
5234,Sports Weekly,Episode 36,99.32,Sports,40.55,Tuesday,Night,59.7,1.0,Positive,93.00842
5235,Study Sessions,Episode 22,108.32,Lifestyle,78.59,Thursday,Morning,94.54,1.0,Negative,65.41
5236,Digital Digest,Episode 15,113.93,Technology,47.17,Wednesday,Night,40.47,0.0,Negative,86.63742
5237,Crime Chronicles,Episode 64,25.46,True Crime,49.57,Saturday,Night,,3.0,Neutral,15.74621
5238,Detective Diaries,Episode 47,113.46,True Crime,69.57,Friday,Morning,2.34,1.0,Neutral,93.09477
5239,Innovators,Episode 49,61.77,Technology,35.41,Tuesday,Evening,73.63,1.0,Negative,57.39429
5240,Criminal Minds,Episode 3,110.26,True Crime,48.26,Monday,Morning,17.72,0.0,Neutral,64.01224
5241,Lifestyle Lounge,Episode 27,116.78,Lifestyle,47.27,Thursday,Night,4.65,2.0,Negative,69.77188
5242,Game Day,Episode 65,86.39,Sports,78.75,Sunday,Evening,96.81,1.0,Neutral,48.65
5243,Healthy Living,Episode 32,75.35,Health,61.48,Monday,Night,75.11,0.0,Positive,68.27538
5244,True Crime Stories,Episode 71,117.07,True Crime,86.96,Monday,Evening,,3.0,Negative,57.32845
5245,Money Matters,Episode 90,46.19,Business,27.83,Thursday,Night,,2.0,Positive,24.71261
5246,News Roundup,Episode 94,73.47,News,29.53,Sunday,Morning,46.33,3.0,Positive,27.34285
5247,Tech Talks,Episode 61,105.82,Technology,34.83,Wednesday,Evening,70.94,2.0,Neutral,62.58
5248,Business Insights,Episode 47,38.27,Business,75.48,Wednesday,Evening,7.58,2.0,Negative,27.65297
5249,Gadget Geek,Episode 25,39.34,Technology,52.25,Tuesday,Morning,52.48,2.0,Positive,20.98794
5250,Crime Chronicles,Episode 40,,True Crime,49.58,Thursday,Evening,46.02,1.0,Negative,25.99628
5251,Market Masters,Episode 46,81.31,Business,85.51,Saturday,Night,,2.0,Negative,63.47581
5252,Tech Talks,Episode 52,91.09,Technology,64.37,Saturday,Evening,64.55,2.0,Neutral,80.31099
5253,Tech Trends,Episode 93,111.79,Technology,65.35,Saturday,Afternoon,74.13,0.0,Neutral,97.61964
5254,Market Masters,Episode 86,53.83,Business,59.76,Wednesday,Afternoon,93.31,2.0,Positive,47.21787
5255,Fashion Forward,Episode 60,18.73,Lifestyle,81.05,Sunday,Afternoon,95.63,0.0,Positive,7.95753
5256,Money Matters,Episode 71,118.58,Business,21.77,Thursday,Afternoon,22.54,0.0,Neutral,112.8
5257,Finance Focus,Episode 41,61.03,Business,33.58,Thursday,Night,32.45,3.0,Neutral,29.30469
5258,Daily Digest,Episode 11,,News,58.95,Tuesday,Night,,0.0,Positive,91.05457
5259,Fitness First,Episode 73,,Health,53.72,Sunday,Night,,3.0,Neutral,44.25123
5260,Gadget Geek,Episode 28,83.54,Technology,23.53,Saturday,Evening,61.26,1.0,Negative,41.17
5261,Sound Waves,Episode 57,106.52,Music,66.33,Thursday,Night,47.23,2.0,Negative,78.64167
5262,Business Insights,Episode 53,,Business,32.7,Saturday,Night,59.35,2.0,Negative,33.97631
5263,Joke Junction,Episode 57,34.54,Comedy,72.04,Sunday,Evening,5.68,1.0,Neutral,25.81843
5264,Educational Nuggets,Episode 61,26.02,Education,86.58,Friday,Night,67.02,0.0,Negative,23.92883
5265,Life Lessons,Episode 83,,Lifestyle,49.59,Monday,Night,90.53,0.0,Neutral,60.51134
5266,Lifestyle Lounge,Episode 50,51.71,Lifestyle,41.52,Saturday,Evening,54.96,0.0,Negative,40.49593
5267,Current Affairs,Episode 20,,News,31.16,Monday,Morning,89.1,3.0,Neutral,62.45892
5268,Comedy Corner,Episode 13,25.1,Comedy,45.8,Wednesday,Morning,34.58,0.0,Neutral,16.61334
5269,Sports Weekly,Episode 68,45.25,Sports,56.59,Tuesday,Night,94.59,1.0,Negative,21.00305
5270,Humor Hub,Episode 30,65.62,Comedy,34.34,Saturday,Evening,75.22,0.0,Positive,41.80168
5271,Home & Living,Episode 73,17.13,Lifestyle,56.64,Monday,Morning,49.08,2.0,Neutral,2.16299
5272,Tune Time,Episode 34,62.85,Music,38.74,Wednesday,Night,85.79,1.0,Positive,61.42677
5273,Music Matters,Episode 5,105.31,Music,68.28,Saturday,Night,75.09,1.0,Positive,57.07649
5274,Mind & Body,Episode 63,117.12,Health,88.2,Wednesday,Afternoon,71.73,3.0,Positive,103.95819
5275,Joke Junction,Episode 100,102.54,Comedy,57.97,Saturday,Afternoon,48.94,2.0,Neutral,53.60198
5276,Life Lessons,Episode 64,104.63,Lifestyle,28.58,Thursday,Evening,,1.0,Neutral,95.2069
5277,Health Hour,Episode 13,77.53,Health,38.66,Tuesday,Afternoon,1.18,3.0,Neutral,64.05926
5278,Fashion Forward,Episode 4,,Lifestyle,65.89,Friday,Morning,77.72,1.0,Positive,21.80661
5279,Music Matters,Episode 29,28.12,Music,23.38,Friday,Afternoon,57.7,0.0,Positive,11.53773
5280,Sports Central,Episode 74,114.33,Sports,96.41,Friday,Morning,4.0,1.0,Neutral,68.07078
5281,Learning Lab,Episode 59,112.95,Education,52.82,Thursday,Morning,51.57,1.0,Negative,82.56497
5282,Sports Weekly,Episode 7,53.91,Sports,79.87,Monday,Afternoon,59.91,2.0,Positive,34.72302
5283,Tune Time,Episode 67,66.02,Music,20.34,Monday,Morning,89.88,2.0,Positive,50.85868
5284,Funny Folks,Episode 74,74.05,Comedy,63.82,Monday,Night,,1.0,Neutral,52.10202
5285,Business Insights,Episode 69,112.81,Business,48.44,Thursday,Morning,66.89,1.0,Positive,76.52
5286,Study Sessions,Episode 30,62.77,Education,78.07,Sunday,Afternoon,,3.0,Neutral,33.10491
5287,Daily Digest,Episode 76,69.36,News,51.18,Friday,Night,51.1,2.0,Negative,50.57974
5288,Daily Digest,Episode 27,108.84,News,77.09,Friday,Evening,18.51,1.0,Negative,85.28748
5289,Home & Living,Episode 43,57.48,Lifestyle,41.98,Friday,Morning,87.56,2.0,Positive,31.06633
5290,World Watch,Episode 16,66.49,News,72.48,Monday,Morning,51.57,3.0,Neutral,45.37754
5291,Funny Folks,Episode 18,,Comedy,24.07,Monday,Morning,,3.0,Neutral,45.54832
5292,Daily Digest,Episode 33,103.13,News,32.63,Sunday,Night,,3.0,Negative,93.4143
5293,Humor Hub,Episode 7,70.36,Comedy,38.12,Monday,Morning,,1.0,Negative,41.14603
5294,Laugh Line,Episode 29,,Comedy,49.05,Tuesday,Night,12.26,0.0,Neutral,40.27862
5295,News Roundup,Episode 9,61.71,News,24.29,Sunday,Afternoon,9.53,3.0,Negative,47.1136
5296,Comedy Corner,Episode 53,104.19,Comedy,86.66,Tuesday,Evening,93.69,2.0,Negative,53.64942
5297,Current Affairs,Episode 55,11.43,News,86.78,Wednesday,Evening,85.98,3.0,Neutral,0.0
5298,Global News,Episode 29,86.83,News,35.84,Saturday,Night,,0.0,Neutral,78.11539
5299,Global News,Episode 38,95.18,News,78.27,Thursday,Morning,,3.0,Positive,47.94281
5300,Global News,Episode 60,24.58,News,88.61,Monday,Evening,27.24,1.0,Positive,21.2681
5301,Mind & Body,Episode 60,52.94,Health,25.84,Wednesday,Night,,2.0,Positive,33.65008
5302,Digital Digest,Episode 24,37.32,Technology,36.87,Thursday,Evening,,1.0,Positive,31.70975
5303,Joke Junction,Episode 19,19.61,Comedy,45.49,Sunday,Afternoon,23.88,1.0,Neutral,17.99988
5304,Tune Time,Episode 35,99.54,Music,39.15,Friday,Afternoon,50.78,1.0,Negative,64.79671
5305,Humor Hub,Episode 87,107.62,Comedy,85.33,Monday,Evening,,0.0,Positive,102.62773
5306,Tech Trends,Episode 88,108.18,Technology,73.66,Monday,Night,62.64,1.0,Neutral,97.68581
5307,Current Affairs,Episode 54,79.71,News,56.49,Wednesday,Afternoon,55.41,0.0,Negative,51.45885
5308,Global News,Episode 36,118.47,News,76.89,Saturday,Night,2.89,0.0,Negative,112.24783
5309,Innovators,Episode 48,76.97,Technology,76.68,Friday,Morning,76.89,1.0,Negative,61.26523
5310,Crime Chronicles,Episode 42,101.85,True Crime,42.97,Sunday,Morning,42.42,1.0,Negative,60.59817
5311,Wellness Wave,Episode 12,,Health,85.04,Friday,Evening,,0.0,Negative,46.42854
5312,Tech Talks,Episode 96,17.32,Technology,45.51,Saturday,Afternoon,57.2,0.0,Negative,13.36094
5313,Global News,Episode 47,31.63,News,72.08,Monday,Afternoon,59.17,2.0,Positive,31.63161
5314,Healthy Living,Episode 50,,Health,35.83,Wednesday,Evening,56.23,2.0,Neutral,61.13005
5315,Finance Focus,Episode 27,14.21,Business,79.57,Friday,Evening,3.26,0.0,Negative,13.82335
5316,Comedy Corner,Episode 98,,Comedy,56.68,Monday,Afternoon,68.89,1.0,Negative,15.15273
5317,Fitness First,Episode 99,87.43,Health,99.34,Thursday,Night,72.1,1.0,Negative,76.1709
5318,Innovators,Episode 55,21.94,Technology,80.27,Sunday,Morning,,3.0,Positive,15.23
5319,Business Briefs,Episode 80,42.6,Business,72.72,Sunday,Morning,37.27,0.0,Negative,33.48578
5320,True Crime Stories,Episode 43,86.4,True Crime,84.21,Tuesday,Afternoon,62.77,0.0,Negative,80.09039
5321,Fashion Forward,Episode 19,91.32,Lifestyle,69.53,Tuesday,Evening,95.1,3.0,Positive,39.30483
5322,Comedy Corner,Episode 51,55.01,Comedy,72.15,Saturday,Morning,26.83,0.0,Positive,39.89994
5323,Wellness Wave,Episode 26,30.34,Health,24.27,Wednesday,Morning,13.68,0.0,Positive,25.43661
5324,Athlete's Arena,Episode 30,29.81,Sports,63.91,Saturday,Night,69.93,0.0,Positive,9.59627
5325,Game Day,Episode 24,66.36,Sports,96.73,Thursday,Night,71.13,1.0,Negative,50.32
5326,Sports Weekly,Episode 91,,Sports,64.59,Friday,Evening,29.81,2.0,Positive,57.98781
5327,Crime Chronicles,Episode 12,93.36,True Crime,49.97,Friday,Morning,92.35,0.0,Negative,77.20413
5328,Sports Weekly,Episode 23,52.44,Sports,60.99,Monday,Evening,43.03,3.0,Neutral,39.41423
5329,Brain Boost,Episode 20,,Education,50.43,Wednesday,Evening,85.03,2.0,Positive,57.42015
5330,Wellness Wave,Episode 37,74.07,Health,99.45,Wednesday,Afternoon,,1.0,Negative,54.68562
5331,Criminal Minds,Episode 81,34.26,True Crime,49.4,Thursday,Night,,3.0,Negative,17.237
5332,Sports Central,Episode 81,6.6,Sports,67.54,Monday,Evening,,0.0,Negative,0.0
5333,Finance Focus,Episode 8,32.57,Business,31.55,Friday,Morning,43.82,1.0,Positive,23.02528
5334,Game Day,Episode 30,102.36,Sports,56.7,Thursday,Afternoon,,1.0,Positive,65.61524
5335,Tune Time,Episode 3,46.8,Music,49.6,Monday,Night,60.6,2.0,Neutral,18.15825
5336,Money Matters,Episode 6,,Business,69.64,Tuesday,Night,,1.0,Negative,42.19656
5337,Current Affairs,Episode 67,9.7,News,29.83,Thursday,Night,52.43,0.0,Positive,9.7
5338,Melody Mix,Episode 60,8.43,Music,46.65,Friday,Evening,67.1,3.0,Negative,0.0
5339,Tech Trends,Episode 48,77.137,Technology,83.23,Monday,Evening,,0.0,Neutral,77.13718
5340,Fashion Forward,Episode 35,98.06,Lifestyle,88.85,Tuesday,Afternoon,41.82,2.0,Negative,87.494
5341,Study Sessions,Episode 47,88.58,Education,86.63,Wednesday,Night,,2.0,Neutral,31.93529
5342,Current Affairs,Episode 54,69.01,News,41.81,Friday,Afternoon,44.03,0.0,Negative,54.14419
5343,True Crime Stories,Episode 48,65.91,True Crime,28.08,Monday,Night,12.95,2.0,Neutral,53.34503
5344,Business Briefs,Episode 71,117.06,Business,67.98,Thursday,Evening,45.38,1.0,Negative,70.66
5345,Gadget Geek,Episode 52,27.23,Technology,23.94,Wednesday,Evening,,1.0,Positive,21.00305
5346,Mind & Body,Episode 51,32.19,Health,55.05,Saturday,Evening,,0.0,Negative,16.92236
5347,Funny Folks,Episode 11,71.18,Comedy,48.01,Sunday,Evening,26.31,0.0,Neutral,44.36287
5348,Current Affairs,Episode 1,113.15,News,99.96,Friday,Morning,40.56,0.0,Negative,51.85826
5349,Educational Nuggets,Episode 78,113.76,Education,31.84,Tuesday,Evening,73.19,3.0,Negative,61.51
5350,Money Matters,Episode 63,55.36,Business,98.24,Monday,Night,,3.0,Neutral,41.28795
5351,Tech Trends,Episode 21,80.29,Technology,70.52,Monday,Evening,12.24,0.0,Positive,73.47718
5352,Innovators,Episode 75,95.62,Technology,32.15,Friday,Morning,60.47,0.0,Positive,84.49098
5353,Sports Central,Episode 12,35.97,Sports,33.08,Friday,Afternoon,,3.0,Positive,27.19313
5354,Finance Focus,Episode 90,77.16,Business,58.44,Sunday,Afternoon,68.5,2.0,Positive,63.63821
5355,Daily Digest,Episode 98,107.34,News,78.73,Tuesday,Afternoon,62.98,1.0,Negative,91.30714
